acpipmi.c	AcpiPmipIoctlSetConfiguration(__int64 a1, __int64 a2)
amdsbs.c	blQuickInitDone(struct _RaidEngine *a1, struct seq *a2)
amdsbs.c	ccmdCreateArrayHelper(struct _RaidEngine *a1, struct req *a2, unsigned __int8 a3, struct seq *a4)
amdsbs.c	CreateNecessaryExtentsForLD(struct _RaidEngine *a1, struct _CREATE_LD_PARAM *a2, unsigned __int8 *const a3, int *a4)
amdsbs.c	CreateDiskMapForLDCreation(struct _RaidEngine *a1, struct _CREATE_LD_PARAM *a2, unsigned __int32 *a3, unsigned __int8 *a4)
amdsbs.c	ccmdCreateJBOD(struct _RaidEngine *a1, struct req *a2, struct _CREATE_LD_PARAM *a3)
amdsbs.c	ccmdCreateArray(struct _RaidEngine *a1, struct req *a2, __int64 a3)
amdsbs.c	SGTableAppendItem(struct _SGTABLE *a1, __int64 a2, int a3, char a4)
amdsbs.c	SGTableCopy(struct _SGTABLE *a1, struct _SGTABLE *a2, unsigned int a3)
amdsbs.c	EXP_OSD_SetAsyncNotificationDetected(void *a1)
amdsbs.c	EXP_OSD_PciReadByOffset(void *a1, unsigned __int8 a2)
amdsbs.c	OSDI_ReadRegistrySettings(struct _UNICODE_STRING *a1)
amdsbs.c	SaveBackupRecord(void *a1, struct req *a2)
amdsbs.c	SaveMDDRecord(void *a1, struct req *a2)
amdsbs.c	SaveS4StateMDDRecord(void *a1, struct req *a2)
amdsbs.c	SetingDtaskCmd(struct _OSD_COMP_EXTENSION *a1, struct _SCSI_REQUEST_BLOCK *a2, char a3, unsigned __int8 a4)
appid.c	AiRegReadQwordValue(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
appid.c	AiRegReadBinaryValue(__int64 a1, __int64 a2, __int64 a3, __int64 a4, __int64 a5)
appid.c	AiSetCacheEaFile(__int64 a1, __int64 a2)
appid.c	AiSetHashInfoInCache(__int64 a1, __int64 a2, const void *a3)
appid.c	SymCryptSha1AppendBlocksAsm(__int64 a1, unsigned __int64 a2, __int64 a3)
appid.c	AipCreateDispatch(__int64 a1, __int64 a2)
appid.c	AiSetEnabledAttributes(__int64 a1, __int64 a2)
appid.c	AipCreateProcessNotifyRoutine(void *a1, __int64 a2, __int64 a3, __int64 a4)
appid.c	SrpDoesPolicyApply(void *a1, __int64 a2)
appid.c	AipNtPathToDosPath(__int64 a1, __int64 a2, __int64 a3)
appid.c	AipSetTrustedPublisherNameInCache(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
appid.c	AiReadFile(void *a1, unsigned int a2, void *a3, ULONG a4)
appid.c	AipkReadRegCache(size_t Size, __int64 a2)
appid.c	AipkConvertCacheEntryToTokenAttributes(__int64 a1, __int64 a2)
appid.c	AiSetTokenAttributes(__int64 a1, __int64 a2)
appid.c	AiLicReadIntegerValue(__int64 a1, __int64 a2)
appid.c	SrpLoadPolicy(__int64 a1)
appid.c	AiRegOpenKey(__int64 a1, __int64 a2, ACCESS_MASK a3, HANDLE *a4)
appid.c	AiRegReadStringValue(__int64 a1, __int64 a2, UNICODE_STRING *a3, __int64 a4)
appid.c	AiConvertFullImagePathToMacroFormat(__int64 a1, __int64 a2, __int64 a3, __m128i *a4, __int64 a5, int a6, int a7)
appid.c	AipConvertToNtPath(unsigned __int16 *a1, __int64 a2)
asyncmac.c	MpSetInfo(__int64 a1, __int64 a2, __int64 a3)
asyncmac.c	AsyncSetLinkInfo(__int64 a1)
asyncmac.c	AsyncStartReads(__int64 a1)
asyncmac.c	SetSerialTimeouts(__int64 a1)
asyncmac.c	AsyncPPPRead(__int64 a1)
asyncmac.c	DoDerefAdapterDataBlockWork(__int64 a1)
asyncmac.c	AsyncMpSetOptions(__int64 a1)
asyncmac.c	DoDerefAfSapCBWork(__int64 a1)
asyncmac.c	AsyncCmOpenAf(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
ataport.c	AtaPortRegistryRead(__int64 a1, char a2, char a3, __int64 a4, char a5, __int64 a6, __int64 a7)
ataport.c	AtaPortReadPortUchar(unsigned __int16 a1)
ataport.c	AtaPortConvertPhysicalAddressToUlong(unsigned int a1)
ataport.c	AtaPortConvertUlongToPhysicalAddress(__int64 a1)
ataport.c	AtaPortReadPortBufferUchar(unsigned __int16 a1, unsigned __int8 *a2, unsigned int a3)
ataport.c	AtaPortReadPortBufferUlong(unsigned __int16 a1, unsigned int *a2, unsigned int a3)
ataport.c	AtaPortReadPortBufferUshort(unsigned __int16 a1, unsigned __int16 *a2, unsigned int a3)
ataport.c	AtaPortReadPortUlong(unsigned __int16 a1)
ataport.c	AtaPortReadPortUshort(unsigned __int16 a1)
ataport.c	AtaPortReadRegisterBufferUchar(__int64 a1, __int64 a2, unsigned int a3)
ataport.c	AtaPortReadRegisterBufferUlong(__int64 a1, __int64 a2, unsigned int a3)
ataport.c	AtaPortReadRegisterBufferUshort(__int64 a1, __int64 a2, unsigned int a3)
ataport.c	AtaPortReadRegisterUchar(__int64 a1)
ataport.c	AtaPortReadRegisterUlong(__int64 a1)
ataport.c	AtaPortReadRegisterUshort(__int64 a1)
BasicDisplay.c	CopyBits32_32(struct _BLT_INFO *a1, const struct _BLT_INFO *a2, unsigned int a3, const struct tagRECT *a4)
BasicDisplay.c	CopyBitsTo_4(struct _BLT_INFO *a1, const struct _BLT_INFO *a2, __int64 a3, const struct tagRECT *a4, unsigned __int8 a5)
BasicDisplay.c	CopyBitsGeneric(struct _BLT_INFO *a1, const struct _BLT_INFO *a2, unsigned int a3, const struct tagRECT *a4)
BasicDisplay.c	VgaRegSetVGADisplay12h(unsigned __int32 *const a1, __int64 a2, __int64 a3, __int64 a4)
BasicDisplay.c	DlpLoadDxgkrnl(PFILE_OBJECT *FileObject, PDEVICE_OBJECT *DeviceObject)
BasicDisplay.c	BASIC_DISPLAY_DRIVER::SetPowerState(BASIC_DISPLAY_DRIVER *this, __int64 a2, __int64 a3, __int64 a4)
BasicDisplay.c	BddDdiSetPowerState(void *this, __int64 a2, __int64 a3, __int64 a4)
BasicDisplay.c	BddDdiSetPointerPosition(void *const a1, const struct _DXGKARG_SETPOINTERPOSITION *a2, __int64 a3, __int64 a4)
BasicDisplay.c	BddDdiSetPointerShape(void *const a1, const struct _DXGKARG_SETPOINTERSHAPE *a2, __int64 a3, __int64 a4)
BasicDisplay.c	BddDdiSetVidPnSourceVisibility(void *const a1, const struct _DXGKARG_SETVIDPNSOURCEVISIBILITY *a2, __int64 a3, __int64 a4)
BasicDisplay.c	BASIC_DISPLAY_DRIVER::SetVidPnSourceVisibility(BASIC_DISPLAY_DRIVER *this, const struct _DXGKARG_SETVIDPNSOURCEVISIBILITY *a2, __int64 a3, __int64 a4)
BasicDisplay.c	BASIC_DISPLAY_DRIVER::SetSourceModeAndPath(BASIC_DISPLAY_DRIVER *this, const struct _D3DKMDT_VIDPN_SOURCE_MODE *a2, const struct _D3DKMDT_VIDPN_PRESENT_PATH *a3, __int64 a4)
BasicDisplay.c	BASIC_DISPLAY_DRIVER::SetPointerPosition(BASIC_DISPLAY_DRIVER *this, const struct _DXGKARG_SETPOINTERPOSITION *a2, __int64 a3, __int64 a4)
BasicDisplay.c	BASIC_DISPLAY_DRIVER::SetPointerShape(BASIC_DISPLAY_DRIVER *this, const struct _DXGKARG_SETPOINTERSHAPE *a2, __int64 a3, __int64 a4)
BasicDisplay.c	BiosSetDisplayMode(unsigned __int16 a1)
BasicDisplay.c	BiosSetPowerState(enum _DEVICE_POWER_STATE a1)
BasicRender.c	WarpKMCreateAllocation(__int64 a1, __int64 a2)
BasicRender.c	WarpKMOpenAllocation(__int64 a1, __int64 a2)
BasicRender.c	WarpKMCreateDevice(__int64 a1, __int64 a2)
BasicRender.c	WarpKMCreateContext(__int64 a1, __int64 a2)
BasicRender.c	WARPKMDEVICE::SetupUmPresentData(WARPKMDEVICE *this, struct _DXGKARG_PRESENT *a2)
BasicRender.c	DlpLoadDxgkrnl(PFILE_OBJECT *FileObject, PDEVICE_OBJECT *DeviceObject)
BasicRender.c	WARPKMALLOCATION::OpenPrimaryFlipEvents(WARPKMALLOCATION *this, void **a2, void **a3)
beep.c	BeepOpen(__int64 a1, __int64 a2)
bowser.c	BowserCopyOemComputerName(void *a1, const void *a2, unsigned int a3, int a4)
bowser.c	BowserForEachTransportInDomain(__int64 a1, int (__fastcall *a2)(_QWORD, _QWORD), __int64 a3)
bowser.c	BowserCreateTransportName(__int64 a1, __int64 a2)
bowser.c	RtlStringCbCopyNA(char *pszDest, size_t cbDest, const char *pszSrc, size_t cbSrc)
bowser.c	RtlStringCbCopyA(char *pszDest, size_t cbDest, const char *pszSrc)
bowser.c	BowserCreateAdminSecurityDescriptor(void *a1)
bowser.c	BowserDeleteDefaultDomainNames(__int64 a1, const UNICODE_STRING *a2)
bowser.c	BowserRenameDomain(unsigned __int64 a1, unsigned int a2)
bowser.c	OpenIpxSocket(PHANDLE FileHandle, PVOID *Object, __int64 a3, UNICODE_STRING *a4)
bowser.c	BowserCreateDomain(__int64 a1, __int64 a2)
bowser.c	BowserSetDomainName(__int64 a1, __int64 a2)
bowser.c	BowserConvertType3IoControlToType2IoControl(__int64 a1, __int64 a2)
bowser.c	AsyncCreateTransportName(PVOID StartContext@<rcx>, __int64 a2@<rbp>)
bowser.c	BowserFindDomain(__int64 a1)
bowser.c	BowserFsdCreate(__int64 a1, __int64 a2)
bowser.c	BowserOpenNetbiosAddress(__int64 a1, __int64 a2)
bowser.c	BowserDereferenceDomain(PVOID P)
bowser.c	BowserProcessDomainAnnouncement(__int64 a1)
bowser.c	BowserSetElectionCriteria(__int64 a1)
bowser.c	BowserPrimeDomainTableWithOtherDomains(__int64 a1)
bowser.c	BowserEnumerateNamesInDomain(__int64 a1, __int64 a2, void *a3, unsigned int a4, __int64 a5, __int64 a6, __int64 a7, __int64 a8)
bowser.c	BowserpTdiSetEventHandler(__int64 a1, struct _FILE_OBJECT *a2, __int64 a3, __int64 a4, __int64 a5)
bowser.c	BowserNetlogonCopyMessage(__int64 a1, __int64 a2)
bowser.c	BowserCopyPnp(__int64 a1, int a2, __int64 a3, __int64 a4, int a5)
bowser.c	BowserHandleDomainAnnouncement(__int64 a1, __int64 a2, unsigned int a3, __int64 a4)
bowser.c	BowserHandleIpxDomainAnnouncement(__int64 a1, __int64 a2, __int64 a3, __int64 a4, int a5)
bowser.c	BowserReadBowserConfiguration(UNICODE_STRING *a1)
BthAvrcpTg.c	BthAvrcpCreateDispatch(__int64 a1, __int64 a2)
BthAvrcpTg.c	BthAvrcpSetOutputReport(__int64 a1, __int64 a2, void *a3, __int64 a4)
BthAvrcpTg.c	BthAvrcpReadReport(__int64 a1, __int64 a2)
BthAvrcpTg.c	BthAvctReadComplete(__int64 a1, __int64 a2, __int64 *a3)
BthAvrcpTg.c	l2capChannelRemoteOpen(__int64 a1, __int64 a2, __int64 a3)
BthAvrcpTg.c	l2capChannelLocalOpen(__int64 a1)
BthAvrcpTg.c	l2capChannelOpenCompletion(__int64 a1, __int64 a2, __int64 a3)
BthAvrcpTg.c	AppendNodeUint16(__int64 a1, __int64 a2, unsigned __int16 a3)
BthAvrcpTg.c	AppendNodeUuid16(__int64 a1, __int64 a2, unsigned __int16 a3)
BthAvrcpTg.c	CreateSdpRecord(int a1, __int64 a2, __int64 a3, __int64 a4, __int64 a5)
bthenum.c	RtlStringCbCopyNExW(wchar_t *pszDest, size_t cbDest, const wchar_t *pszSrc, size_t cbSrc, wchar_t **ppszDestEnd, size_t *pcbRemaining, unsigned __int32 dwFlags)
bthenum.c	RtlStringCchCopyW(wchar_t *pszDest, size_t cchDest, const wchar_t *pszSrc)
bthenum.c	BthDispatchCreate(__int64 a1, __int64 a2)
bthenum.c	IoCompletionSetEvent(__int64 a1, __int64 a2, struct _KEVENT *a3)
bthenum.c	IoCompletionForOpenChannelSuccess(__int64 a1, __int64 a2, __int64 a3)
bthenum.c	BthEnumEnumerateWWSettings(__int64 a1, __int64 a2, __int64 a3)
bthenum.c	BthEnumSetPdoInterfaceProperties(__int64 a1, __int64 a2)
bthenum.c	BthEnumSetDevicePdoProperties(__int64 a1, __int64 a2)
bthenum.c	BthEnumSetDefaultCapabilities(__int64 a1, __int64 a2)
bthenum.c	BthOpenKey(__int64 a1, const WCHAR *a2, HANDLE *a3)
bthhfenum.c	Bus_EvtDeviceFileCreate(__int64 a1, __int64 a2, __int64 a3)
bthhfenum.c	WdfIoTargetCreateAndFormatRequestForBrb(__int64 a1, __int64 a2, __int64 a3, __int64 a4, __int64 a5, __int64 a6, __int64 a7)
bthhfenum.c	BthIoctlSetServiceEvents(__int64 a1, __int64 a2)
bthhfenum.c	BypassIoctlSetXxxVolume(__int64 a1, __int64 a2, __int64 a3, volatile signed __int32 *a4, __int64 a5)
bthhfenum.c	BypassIoctlSetSpeakerVolume(__int64 a1, __int64 a2, __int64 a3)
bthhfenum.c	BypassIoctlSetMicVolume(__int64 a1, __int64 a2, __int64 a3)
bthhfenum.c	ScoOpenCompletionRoutine(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
bthhfenum.c	ScoCreate(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
bthhfenum.c	ScoChannelOpen(__int64 a1, __int64 a2, __int16 a3)
bthhfenum.c	Bus_CreatePdo(__int64 a1, int a2, const WCHAR *a3, int a4)
bthhfenum.c	ScoStreamOpenRequest(__int64 a1, __int64 a2)
bthhfenum.c	Bus_EvtStdDataSetItem(__int64 a1, int a2, unsigned int a3, int *a4)
bthhfenum.c	Bus_EvtStdDataSetInstance(__int64 a1, __int64 a2, __int64 a3)
BthhfHid.c	InterlockedDecrementWithZeroEvent(volatile __int32 *a1, struct _KEVENT *a2)
BthhfHid.c	HfHidReadBthDeviceInfo(struct WDFDEVICE__ *a1, struct _BTH_DEVICE_INFO *a2)
BthhfHid.c	HfHidSetOutputReport(struct WDFREQUEST__ *a1)
BthhfHid.c	StringCbCopyExA(char *a1, __int64 a2, const char *a3, char **a4, unsigned __int64 *a5, unsigned __int32 a6)
BthhfHid.c	OnCallSetup(struct _DEVICE_CONTEXT *a1, __int64 a2, __int64 a3)
BthhfHid.c	HfHidCallSetupOutput(struct WDFREQUEST__ *a1, unsigned __int8 *a2, unsigned int a3)
BthLEEnum.c	BthLEEnumSetWWForDevice(__int64 a1, __int64 a2, unsigned int a3)
BthLEEnum.c	BthLEEnumSetCPRefCountForDevice(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
BthLEEnum.c	BthLEEnumDeviceFdoDrainAttReadQueues(__int64 a1)
BthLEEnum.c	BthLEEnumDeviceFdoHandleReadGattEvent(__int64 a1, __int64 a2, unsigned __int64 a3, __int64 a4)
BthLEEnum.c	BthLEEnumEventReadContextCleanup(__int64 a1)
BthLEEnum.c	BthLEEnumDeviceFdoHandleReadQueueActivate(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
BthLEEnum.c	BthLEEnumDeviceSetScanParameters(__int64 a1, __int64 a2, char a3)
BthLEEnum.c	BthLEEnumAttCacheReadCharacteristicValueCache(__int64 a1, __int64 a2, __int64 a3)
BthLEEnum.c	BthLEEnumAttCacheReadDescriptorValueCache(__int64 a1, __int64 a2, __int64 a3)
BthLEEnum.c	BthLEEnumEvtServiceListCreatePdo(__int64 a1, __int64 a2, __int64 a3)
BthLEEnum.c	BthLEEnumServicePdoFileCreate(__int64 *a1, __int64 a2, __int64 a3)
BthLEEnum.c	BthLEGattCreateServiceItemFromPdu(void *a1, unsigned __int16 a2, char a3, __int64 a4, void *a5)
BthLEEnum.c	BthLEGattCreateServiceItem(__int64 a1, unsigned __int16 a2, unsigned __int16 a3, __int64 a4)
BthLEEnum.c	BthLEGattCreateIncludedServiceItemFromLongPdu(__int16 a1, char a2, __int64 a3, __int64 a4, __int64 a5)
BthLEEnum.c	BthLEGattCreateIncludedServiceItemFromShortPdu(void *a1, char a2, __int64 a3, __int64 a4, void *a5)
BthLEEnum.c	BthLEGattCreateIncludedServiceItem(__int16 a1, __int16 a2, __int64 a3)
BthLEEnum.c	BthLEGattCreateCharacteristicItemFromPdu(__int16 a1, unsigned __int16 a2, unsigned __int8 a3, __int64 a4, __int64 a5)
BthLEEnum.c	BthLEGattCreateCharacteristicItem(__int16 a1, __int64 a2, unsigned __int16 a3, char a4, char a5, int a6, char a7, int a8, char a9, int a10, char a11, int a12, __int64 Dst)
BthLEEnum.c	BthLEGattCreateDescriptorItem(unsigned __int16 a1, unsigned __int16 a2, __int64 a3, unsigned __int16 a4, __int64 a5)
BthLEEnum.c	BthLEGattCreateCharacteristicValue(unsigned __int16 a1, const void *a2, __int64 a3)
BthLEEnum.c	BthLEGattCreateDescriptorValueFromPdu(__int64 a1, signed __int16 a2, __int64 a3, __int64 a4)
BthLEEnum.c	BthLEGattCopyDescriptorValue(__int64 a1, __int64 a2)
BthLEEnum.c	BthLEGattAttributeMapCopy(__int64 a1, __int64 a2)
BthLEEnum.c	BthLEEnumGattServerHandleReadByGroupTypeRequest(__int64 a1, __int64 a2, __int64 a3)
BthLEEnum.c	BthLEEnumGattServerHandleReadByTypeRequest(__int64 a1, __int64 a2, __int64 a3)
BthLEEnum.c	BthLEEnumGattServerHandleReadRequest(__int64 a1, __int64 a2, __int64 a3)
BthLEEnum.c	BthLEEnumGattServerHandleRead_Name(__int64 a1, __int64 a2, __int16 a3, __int64 a4)
BthLEEnum.c	BthLEEnumGattServerHandleRead_Appearance(__int64 a1, __int64 a2, __int16 a3, __int64 a4)
BthLEEnum.c	RtlStringCopyWorkerW(wchar_t *pszDest, size_t cchDest, const wchar_t *pszSrc)
BthLEEnum.c	BthLELib_AttReadGuidFromByteStream(__int64 a1, unsigned __int16 a2, unsigned __int16 a3, void *a4)
BthLEEnum.c	BthLELib_AttAttributePDUvalidateReadTypeRequest(__int64 a1, unsigned __int16 a2, __int64 a3)
BthLEEnum.c	BthLELib_AttAttributePDUvalidateReadTypeResponse(__int64 a1, unsigned __int16 a2, __int64 a3)
BthLEEnum.c	BthLELib_AttAttributePDUvalidateReadResponse(__int64 a1, unsigned __int16 a2, __int64 a3)
BthLEEnum.c	BthLELib_AttAttributePDUvalidateReadBlobResponse(__int64 a1, unsigned __int16 a2, __int64 a3)
BthLEEnum.c	BthLELib_AttAttributePDUvalidateReadMultipleRequest(__int64 a1, signed __int16 a2, __int64 a3)
BthLEEnum.c	BthLELib_AttAttributePDUvalidateReadMultipleResponse(__int64 a1, unsigned __int16 a2, __int64 a3)
BthLEEnum.c	BthLELib_AttAttributePDUvalidateReadGroupRequest(__int64 a1, unsigned __int16 a2, __int64 a3)
BthLEEnum.c	BthLELib_AttAttributePDUvalidateReadGroupResponse(__int64 a1, unsigned __int16 a2, __int64 a3)
BthLEEnum.c	BthLELib_AttAttributePDUcreateStreamReadTypeRequest(__int64 a1, __int64 a2, unsigned __int16 a3, __int64 a4)
BthLEEnum.c	BthLELib_AttAttributePDUcreateStreamReadTypeResponse(__int64 a1, __int64 a2, unsigned __int16 a3, __int64 a4)
BthLEEnum.c	BthLELib_AttAttributePDUcreateStreamReadMultipleRequest(__int64 a1, __int64 a2, unsigned __int16 a3, __int64 a4)
BthLEEnum.c	BthLELib_AttAttributePDUcreateStreamReadGroupRequest(__int64 a1, __int64 a2, unsigned __int16 a3, __int64 a4)
BthLEEnum.c	BthLELib_AttAttributePDUcreateStreamReadGroupResponse(__int64 a1, __int64 a2, unsigned __int16 a3, __int64 a4)
BthLEEnum.c	BthLEEnumDeviceFdoReadRegistrySettings(__int64 a1)
BthLEEnum.c	BthLEEnumAttCacheOpen(__int64 a1, unsigned int a2, __int64 a3)
BthLEEnum.c	BthLEEnumAttCacheRead(__int64 a1)
BthLEEnum.c	BthLEEnumDeviceSetProperties(__int64 a1, __int64 a2, char a3)
BthLEEnum.c	BthLEEnumEvtDeviceListCreatePdo(__int64 a1, __int64 a2, __int64 a3)
BthLEEnum.c	BthLEAttReadByType(__int64 a1, int a2, __int16 a3, __int16 a4)
BthLEEnum.c	BthLEAttRead(__int64 a1, int a2, __int16 a3, __int64 a4)
BthLEEnum.c	BthLEAttReadBlob(__int64 a1, int a2, __int16 a3, __int16 a4)
BthLEEnum.c	BthLEAttReadByGroupType(__int64 a1, int a2, __int16 a3)
BthLEEnum.c	BluetoothGATTSetCharacteristicValue(__int64 a1, __int64 a2, __int64 a3, __int64 a4, __int64 a5)
BthLEEnum.c	BluetoothGATTSetDescriptorValue(__int64 a1, __int64 a2, __int64 a3, __int64 a4, int a5)
BthLEEnum.c	BthLEGattSetCharacteristicValue(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
BthLEEnum.c	BthLEGattSetDescriptorValueInternal(__int64 a1, __int64 a2, __int64 a3, __int64 a4, char a5, int a6)
BthLEEnum.c	BthLEEnumSPReadStoredSettings(__int64 a1)
BthLEEnum.c	BthLEEnumSPWriteStoredSettings(__int64 a1)
bthmodem.c	IoCompletionSetEvent(__int64 a1, __int64 a2, struct _KEVENT *a3)
bthmodem.c	BthModemCreate(__int64 a1, __int64 a2)
bthmodem.c	QueueOrStartRead(__int64 a1, __int64 a2, KIRQL a3, __int64 a4)
bthmodem.c	BthModemInitializeRead(__int64 a1, __int64 a2)
bthmodem.c	BthModemStartRead(__int64 a1, __int64 a2)
bthmodem.c	BthModemRead(__int64 a1, __int64 a2)
bthmodem.c	ReadStartRoutine(__int64 a1, __int64 a2)
bthmodem.c	ReadCancelRoutine(__int64 a1, __int64 a2)
bthmodem.c	ReadPurge(__int64 a1, int a2)
bthmodem.c	LockedMemoryCopy(KSPIN_LOCK *a1, void *a2, const void *a3, unsigned int a4)
bthmodem.c	SdpInterlockedDecrement(volatile signed __int32 *a1)
bthmodem.c	BthCreateRfcommCommandIrp(struct _FILE_OBJECT *a1, PVOID P, __int64 a3, __int64 a4, __int64 a5, PVOID Pa)
bthmodem.c	SetEventCompletion(__int64 a1, __int64 a2)
bthmodem.c	BthCreateAddress(__int64 a1, __int64 a2)
bthmodem.c	BthCreateConnectionForAddress(__int64 a1, __int64 a2, PVOID *a3)
bthmodem.c	CreateSdpRecord(__int64 a1, __int16 a2, const WCHAR *a3, char a4, PLARGE_INTEGER Timeout)
bthmodem.c	CreateTdiLink@<rax>(__int64 a1@<rdx>, __int64 a2@<rcx>, __int64 a3@<rbx>, struct _OBJECT_HANDLE_INFORMATION *a4@<rsi>, __int64 a5@<r8>, HANDLE a6@<r9>, __int64 a7, __int64 a8, int a9, int a10, int a11, int a12, int a13)
bthmodem.c	BthSetEventHandler(PVOID Object, __int64 a2, __int64 a3, __int64 a4)
bthmodem.c	CreateBufferPool(CCHAR StackSize, ULONG Length, unsigned int a3)
bthmodem.c	BthFindAndOpenInterface(__int64 a1, __int64 a2, __int64 a3, int a4)
bthmodem.c	SdpCreateNodeUInt16_P(__int16 a1)
bthmodem.c	SdpAppendNodeToContainerNode(__int64 a1, __int64 a2)
bthmodem.c	SdpCreateNodeUInt8(char a1)
bthmodem.c	SdpCreateNodeUUID16(__int16 a1)
bthmodem.c	SdpCreateNodeString(void *Src, size_t Size)
bthpan.c	MpSetInformation(__int64 a1, __int64 a2)
bthpan.c	MpSetInformationEpilogue(__int64 a1, int a2)
bthpan.c	BthpanDcbCreate(__int64 a1)
bthpan.c	BthpanCcbCreate(__int64 a1, __int64 a2, __int64 a3)
bthpan.c	BthpanCountOpenCcbs(__int64 a1)
bthpan.c	BthpanCcbCallbackCopyEnumSpecific(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
bthpan.c	BthpanCcbCallbackOpenCcbCount(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
bthpan.c	BthpanAdapCallbackCopyEnumSpecific(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
bthpan.c	BthpanConfigLoad(__int64 a1, __int64 a2)
bthpan.c	BthpanConfigSet(__int64 a1, __int64 a2, __int64 a3)
bthpan.c	BthpanDcbPowerStateSet(__int64 a1, int a2, __int64 a3)
bthpan.c	SdpSetDefaults(__int64 a1, int a2, __int16 a3, __int64 a4, __int64 a5)
bthpan.c	SdpCreateUtf8StringNodeFromUnicode(__int64 a1, __int64 a2, __int64 a3)
bthpan.c	BrbBuildOpenChannel(__int64 a1, void *a2, __int64 a3, __int16 a4, char a5, __int16 a6, __int64 a7, __int64 a8, __int64 a9, __int64 a10)
bthpan.c	RegOpenDeviceKey(PDEVICE_OBJECT DeviceObject, __int64 a2)
bthpan.c	RegReadValue(HANDLE KeyHandle, PUNICODE_STRING ValueName, unsigned int a3, void *a4, __int64 a5)
bthpan.c	RegReadValueUint32(HANDLE KeyHandle, PUNICODE_STRING ValueName, void *a3)
bthpan.c	RegReadValueString(HANDLE KeyHandle, PUNICODE_STRING ValueName, __int64 a3)
bthpan.c	BnepDataHdrConvertBnepToEth(__int64 a1, __int64 a2, int a3, __int64 a4, __int64 a5, __int64 a6, __int64 a7, __int64 a8)
bthpan.c	BnepDataPacketConvertBnepToEth(__int64 a1, __int64 a2, unsigned int a3, unsigned int a4, int a5, __int64 a6)
bthpan.c	BnepDataPacketConvertEthToBnep(__int64 a1, __int64 a2, __int64 a3, __int64 a4, __int64 a5, __int64 a6)
bthpan.c	BnepFilterNetTypeSetTimeout(__int64 a1, __int64 a2)
bthpan.c	BnepFilterNetTypeSetProcess(__int64 a1, unsigned int a2, __int64 a3, __int64 a4)
bthpan.c	BnepFilterNetTypeSetIssue(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
bthpan.c	BnepFilterMulticastSetTimeout(__int64 a1, __int64 a2)
bthpan.c	BnepFilterMulticastSetProcess(__int64 a1, unsigned int a2, __int64 a3, __int64 a4)
bthpan.c	BnepFilterMulticastSetIssue(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
bthpan.c	BnepSetupConnectionRequestIssue(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
bthpan.c	BnepSetupConnectionRequestProcess(__int64 a1, unsigned int a2, __int64 a3, __int64 a4)
bthpan.c	BnepSetupConnectionRequestValidate(__int64 a1, int a2, int a3, __int64 a4)
bthpan.c	BnepSetupConnectionResponseTimeout(__int64 a1, __int64 a2)
bthpan.c	BnepSetupConnectionResponseIssue(__int64 a1, __int16 a2, __int64 a3, __int64 a4)
bthpan.c	BnepSetupConnectionResponseProcess(__int64 a1, unsigned int a2, __int64 a3, __int64 a4)
bthpan.c	BnepUuidRead(unsigned int *a1, __int64 a2, char a3)
bthpan.c	SdpInterlockedDecrement(volatile signed __int32 *a1)
bthpan.c	SdpCreateNodeUInt32(int a1)
bthpan.c	SdpCreateNodeUUID16(__int16 a1)
bthpan.c	SdpCreateNodeString(void *Src, size_t Size)
bthpan.c	SdpCreateNodeUInt16_P(__int16 a1)
bthpan.c	SdpAppendNodeToContainerNode(__int64 a1, __int64 a2)
bthport.c	BthCreateAuthenticateClient(__int64 a1, __int64 a2, __int64 a3, int a4)
bthport.c	BthDispatchCreate(__int64 a1, __int64 a2)
bthport.c	BthDoesRequestHaveServiceClassPrivilege(__int64 a1)
bthport.c	RtlStringCbCopyW(wchar_t *pszDest, size_t cbDest, const wchar_t *pszSrc)
bthport.c	RM_SetRadioStateOff(__int64 a1, __int64 a2)
bthport.c	RM_SetRadioStateOn(PVOID Context, __int64 a2)
bthport.c	RM_SetRadioState(PVOID Context, PVOID Tag)
bthport.c	DevicePowerDownRequestComplete(PDEVICE_OBJECT DeviceObject, __int64 MinorFunction, POWER_STATE PowerState, PVOID Context, PIO_STATUS_BLOCK IoStatus)
bthport.c	SdpL2cap_SendOpenChannelBrb(__int64 a1, char a2, __int16 a3)
bthport.c	SdpL2cap_OpenChannelComplete(__int64 a1, __int64 a2, __int64 a3)
